Codigo;Descripcion_aperturas;Clasificador;Periodo;Indice_IPC;v_m_IPC;v_i_a_IPC;Region
01.2;Bebidas no alcohólicas;Grupos;201612;100;NA;NA;Noreste
01.2;Bebidas no alcohólicas;Grupos;201612;100;NA;NA;Noroeste
01.2;Bebidas no alcohólicas;Grupos;201612;100;NA;NA;Cuyo
01.2;Bebidas no alcohólicas;Grupos;201612;100;NA;NA;Patagonia
02.1;Bebidas alcohólicas;Grupos;201612;100;NA;NA;Pampeana
02.1;Bebidas alcohólicas;Grupos;201612;100;NA;NA;Noreste
02.1;Bebidas alcohólicas;Grupos;201612;100;NA;NA;Noroeste
02.1;Bebidas alcohólicas;Grupos;201612;100;NA;NA;Cuyo
02.1;Bebidas alcohólicas;Grupos;201612;100;NA;NA;Patagonia
02.2;Tabaco;Grupos;201612;100;NA;NA;Pampeana
02.2;Tabaco;Grupos;201612;100;NA;NA;Noreste
02.2;Tabaco;Grupos;201612;100;NA;NA;Noroeste
02.2;Tabaco;Grupos;201612;100;NA;NA;Cuyo
02.2;Tabaco;Grupos;201612;100;NA;NA;Patagonia
03.1;Prendas de vestir y materiales;Grupos;201612;100;NA;NA;Pampeana
03.1;Prendas de vestir y materiales;Grupos;201612;100;NA;NA;Noreste
03.1;Prendas de vestir y materiales;Grupos;201612;100;NA;NA;Noroeste
03.1;Prendas de vestir y materiales;Grupos;201612;100;NA;NA;Cuyo
03.1;Prendas de vestir y materiales;Grupos;201612;100;NA;NA;Patagonia
03.2;Calzado;Grupos;201612;100;NA;NA;Pampeana
03.2;Calzado;Grupos;201612;100;NA;NA;Noreste
03.2;Calzado;Grupos;201612;100;NA;NA;Noroeste
03.2;Calzado;Grupos;201612;100;NA;NA;Cuyo
03.2;Calzado;Grupos;201612;100;NA;NA;Patagonia
04.1;Alquiler de la vivienda y gastos conexos;Grupos;201612;100;NA;NA;Pampeana
04.1;Alquiler de la vivienda y gastos conexos;Grupos;201612;100;NA;NA;Noreste
04.1;Alquiler de la vivienda y gastos conexos;Grupos;201612;100;NA;NA;Noroeste
04.1;Alquiler de la vivienda y gastos conexos;Grupos;201612;100;NA;NA;Cuyo
04.1;Alquiler de la vivienda y gastos conexos;Grupos;201612;100;NA;NA;Patagonia
04.5;Electricidad, gas y otros combustibles;Grupos;201612;100;NA;NA;Pampeana
04.5;Electricidad, gas y otros combustibles;Grupos;201612;100;NA;NA;Noreste
04.5;Electricidad, gas y otros combustibles;Grupos;201612;100;NA;NA;Noroeste
04.5;Electricidad, gas y otros combustibles;Grupos;201612;100;NA;NA;Cuyo
04.5;Electricidad, gas y otros combustibles;Grupos;201612;100;NA;NA;Patagonia
05.6;Bienes y servicios para la conservación del hogar;Grupos;201612;100;NA;NA;Pampeana
05.6;Bienes y servicios para la conservación del hogar;Grupos;201612;100;NA;NA;Noreste
05.6;Bienes y servicios para la conservación del hogar;Grupos;201612;100;NA;NA;Noroeste
05.6;Bienes y servicios para la conservación del hogar;Grupos;201612;100;NA;NA;Cuyo
05.6;Bienes y servicios para la conservación del hogar;Grupos;201612;100;NA;NA;Patagonia
06.1;Productos medicinales, artefactos y equipos para la salud;Grupos;201612;100;NA;NA;Pampeana
06.1;Productos medicinales, artefactos y equipos para la salud;Grupos;201612;100;NA;NA;Noreste
06.1;Productos medicinales, artefactos y equipos para la salud;Grupos;201612;100;NA;NA;Noroeste
06.1;Productos medicinales, artefactos y equipos para la salud;Grupos;201612;100;NA;NA;Cuyo
06.1;Productos medicinales, artefactos y equipos para la salud;Grupos;201612;100;NA;NA;Patagonia
07.1;Adquisición de vehículos;Grupos;201612;100;NA;NA;Pampeana
07.1;Adquisición de vehículos;Grupos;201612;100;NA;NA;Noreste
07.1;Adquisición de vehículos;Grupos;201612;100;NA;NA;Noroeste
07.1;Adquisición de vehículos;Grupos;201612;100;NA;NA;Cuyo
07.1;Adquisición de vehículos;Grupos;201612;100;NA;NA;Patagonia
07.2;Funcionamiento de equipos de transporte personal;Grupos;201612;100;NA;NA;Pampeana
07.2;Funcionamiento de equipos de transporte personal;Grupos;201612;100;NA;NA;Noreste
07.2;Funcionamiento de equipos de transporte personal;Grupos;201612;100;NA;NA;Noroeste
07.2;Funcionamiento de equipos de transporte personal;Grupos;201612;100;NA;NA;Cuyo
07.2;Funcionamiento de equipos de transporte personal;Grupos;201612;100;NA;NA;Patagonia
07.3;Transporte público;Grupos;201612;100;NA;NA;Pampeana
07.3;Transporte público;Grupos;201612;100;NA;NA;Noreste
07.3;Transporte público;Grupos;201612;100;NA;NA;Noroeste
07.3;Transporte público;Grupos;201612;100;NA;NA;Cuyo
07.3;Transporte público;Grupos;201612;100;NA;NA;Patagonia
08.3;Servicios de telefonía e internet;Grupos;201612;100;NA;NA;Pampeana
08.3;Servicios de telefonía e internet;Grupos;201612;100;NA;NA;Noreste
08.3;Servicios de telefonía e internet;Grupos;201612;100;NA;NA;Noroeste
08.3;Servicios de telefonía e internet;Grupos;201612;100;NA;NA;Cuyo
08.3;Servicios de telefonía e internet;Grupos;201612;100;NA;NA;Patagonia
09.4;Servicios recreativos y culturales;Grupos;201612;100;NA;NA;Pampeana
09.4;Servicios recreativos y culturales;Grupos;201612;100;NA;NA;Noreste
09.4;Servicios recreativos y culturales;Grupos;201612;100;NA;NA;Noroeste
09.4;Servicios recreativos y culturales;Grupos;201612;100;NA;NA;Cuyo
09.4;Servicios recreativos y culturales;Grupos;201612;100;NA;NA;Patagonia
09.5;Periódicos, diarios, revistas, libros y artículos de papelería;Grupos;201612;100;NA;NA;Pampeana
09.5;Periódicos, diarios, revistas, libros y artículos de papelería;Grupos;201612;100;NA;NA;Noreste
09.5;Periódicos, diarios, revistas, libros y artículos de papelería;Grupos;201612;100;NA;NA;Noroeste
09.5;Periódicos, diarios, revistas, libros y artículos de papelería;Grupos;201612;100;NA;NA;Cuyo
09.5;Periódicos, diarios, revistas, libros y artículos de papelería;Grupos;201612;100;NA;NA;Patagonia
11.1;Restaurantes y comidas fuera del hogar;Grupos;201612;100;NA;NA;Pampeana
11.1;Restaurantes y comidas fuera del hogar;Grupos;201612;100;NA;NA;Noreste
11.1;Restaurantes y comidas fuera del hogar;Grupos;201612;100;NA;NA;Noroeste
11.1;Restaurantes y comidas fuera del hogar;Grupos;201612;100;NA;NA;Cuyo
11.1;Restaurantes y comidas fuera del hogar;Grupos;201612;100;NA;NA;Patagonia
12.1;Cuidado personal;Grupos;201612;100;NA;NA;Pampeana
12.1;Cuidado personal;Grupos;201612;100;NA;NA;Noreste
12.1;Cuidado personal;Grupos;201612;100;NA;NA;Noroeste
12.1;Cuidado personal;Grupos;201612;100;NA;NA;Cuyo
12.1;Cuidado personal;Grupos;201612;100;NA;NA;Patagonia
01.1.1;Pan y cereales;Clase;201612;100;NA;NA;Pampeana
01.1.1;Pan y cereales;Clase;201612;100;NA;NA;Noreste
01.1.1;Pan y cereales;Clase;201612;100;NA;NA;Noroeste
01.1.1;Pan y cereales;Clase;201612;100;NA;NA;Cuyo
01.1.1;Pan y cereales;Clase;201612;100;NA;NA;Patagonia
01.1.2;Carnes y derivados;Clase;201612;100;NA;NA;Pampeana
01.1.2;Carnes y derivados;Clase;201612;100;NA;NA;Noreste
01.1.2;Carnes y derivados;Clase;201612;100;NA;NA;Noroeste
01.1.2;Carnes y derivados;Clase;201612;100;NA;NA;Cuyo
01.1.2;Carnes y derivados;Clase;201612;100;NA;NA;Patagonia
01.1.4;Leche, productos lácteos y huevos;Clase;201612;100;NA;NA;Pampeana
01.1.4;Leche, productos lácteos y huevos;Clase;201612;100;NA;NA;Noreste
01.1.4;Leche, productos lácteos y huevos;Clase;201612;100;NA;NA;Noroeste
01.1.4;Leche, productos lácteos y huevos;Clase;201612;100;NA;NA;Cuyo
01.1.4;Leche, productos lácteos y huevos;Clase;201612;100;NA;NA;Patagonia
01.1.5;Aceites, grasas y manteca;Clase;201612;100;NA;NA;Pampeana
01.1.5;Aceites, grasas y manteca;Clase;201612;100;NA;NA;Noreste
01.1.5;Aceites, grasas y manteca;Clase;201612;100;NA;NA;Noroeste
01.1.5;Aceites, grasas y manteca;Clase;201612;100;NA;NA;Cuyo
01.1.5;Aceites, grasas y manteca;Clase;201612;100;NA;NA;Patagonia
01.1.6;Frutas;Clase;201612;100;NA;NA;Pampeana
01.1.6;Frutas;Clase;201612;100;NA;NA;Noreste
01.1.6;Frutas;Clase;201612;100;NA;NA;Noroeste
01.1.6;Frutas;Clase;201612;100;NA;NA;Cuyo
01.1.6;Frutas;Clase;201612;100;NA;NA;Patagonia
01.1.7;Verduras, tubérculos y legumbres;Clase;201612;100;NA;NA;Pampeana
01.1.7;Verduras, tubérculos y legumbres;Clase;201612;100;NA;NA;Noreste
01.1.7;Verduras, tubérculos y legumbres;Clase;201612;100;NA;NA;Noroeste
01.1.7;Verduras, tubérculos y legumbres;Clase;201612;100;NA;NA;Cuyo
01.1.7;Verduras, tubérculos y legumbres;Clase;201612;100;NA;NA;Patagonia
01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;201612;100;NA;NA;Pampeana
01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;201612;100;NA;NA;Noreste
01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;201612;100;NA;NA;Noroeste
01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;201612;100;NA;NA;Cuyo
01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;201612;100;NA;NA;Patagonia
01.2.1;Café, té, yerba y cacao;Clase;201612;100;NA;NA;Pampeana
01.2.1;Café, té, yerba y cacao;Clase;201612;100;NA;NA;Noreste
01.2.1;Café, té, yerba y cacao;Clase;201612;100;NA;NA;Noroeste
01.2.1;Café, té, yerba y cacao;Clase;201612;100;NA;NA;Cuyo
01.2.1;Café, té, yerba y cacao;Clase;201612;100;NA;NA;Patagonia
01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;201612;100;NA;NA;Pampeana
01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;201612;100;NA;NA;Noreste
01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;201612;100;NA;NA;Noroeste
01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;201612;100;NA;NA;Cuyo
01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;201612;100;NA;NA;Patagonia
04.1.1;Alquiler de la vivienda;Clase;201612;100;NA;NA;Pampeana
04.1.1;Alquiler de la vivienda;Clase;201612;100;NA;NA;Noreste
04.1.1;Alquiler de la vivienda;Clase;201612;100;NA;NA;Noroeste
04.1.1;Alquiler de la vivienda;Clase;201612;100;NA;NA;Cuyo
04.1.1;Alquiler de la vivienda;Clase;201612;100;NA;NA;Patagonia
06.4.1;Gastos de prepagas;Clase;201612;100;NA;NA;Pampeana
06.4.1;Gastos de prepagas;Clase;201612;100;NA;NA;Noreste
06.4.1;Gastos de prepagas;Clase;201612;100;NA;NA;Noroeste
06.4.1;Gastos de prepagas;Clase;201612;100;NA;NA;Cuyo
06.4.1;Gastos de prepagas;Clase;201612;100;NA;NA;Patagonia
07.2.2;Combustibles y lubricantes para vehículos de uso del hogar;Clase;201612;100;NA;NA;Pampeana
07.2.2;Combustibles y lubricantes para vehículos de uso del hogar;Clase;201612;100;NA;NA;Noreste
07.2.2;Combustibles y lubricantes para vehículos de uso del hogar;Clase;201612;100;NA;NA;Noroeste
07.2.2;Combustibles y lubricantes para vehículos de uso del hogar;Clase;201612;100;NA;NA;Cuyo
07.2.2;Combustibles y lubricantes para vehículos de uso del hogar;Clase;201612;100;NA;NA;Patagonia
0;Nivel general;Nivel general y divisiones COICOP;201612;100;NA;NA;GBA
01;Alimentos y bebidas no alcohólicas;Nivel general y divisiones COICOP;201612;100;NA;NA;GBA
02;Bebidas alcohólicas y tabaco;Nivel general y divisiones COICOP;201612;100;NA;NA;GBA
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;201612;100;NA;NA;GBA
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;201612;100;NA;NA;GBA
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;201612;100;NA;NA;GBA
06;Salud;Nivel general y divisiones COICOP;201612;100;NA;NA;GBA
07;Transporte;Nivel general y divisiones COICOP;201612;100;NA;NA;GBA
08;Comunicación;Nivel general y divisiones COICOP;201612;100;NA;NA;GBA
09;Recreación y cultura;Nivel general y divisiones COICOP;201612;100;NA;NA;GBA
10;Educación;Nivel general y divisiones COICOP;201612;100;NA;NA;GBA
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;201612;100;NA;NA;GBA
12;Bienes y servicios varios;Nivel general y divisiones COICOP;201612;100;NA;NA;GBA
01.1;Alimentos;Grupos;201612;100;NA;NA;GBA
01.2;Bebidas no alcohólicas;Grupos;201612;100;NA;NA;GBA
02.1;Bebidas alcohólicas;Grupos;201612;100;NA;NA;GBA
02.2;Tabaco;Grupos;201612;100;NA;NA;GBA
03.1;Prendas de vestir y materiales;Grupos;201612;100;NA;NA;GBA
03.2;Calzado;Grupos;201612;100;NA;NA;GBA
04.1;Alquiler de la vivienda y gastos conexos;Grupos;201612;100;NA;NA;GBA
04.3;Mantenimiento y reparación de la vivienda;Grupos;201612;100;NA;NA;GBA
04.5;Electricidad, gas y otros combustibles;Grupos;201612;100;NA;NA;GBA
05.6;Bienes y servicios para la conservación del hogar;Grupos;201612;100;NA;NA;GBA
06.1;Productos medicinales, artefactos y equipos para la salud;Grupos;201612;100;NA;NA;GBA
07.1;Adquisición de vehículos;Grupos;201612;100;NA;NA;GBA
07.2;Funcionamiento de equipos de transporte personal;Grupos;201612;100;NA;NA;GBA
07.3;Transporte público;Grupos;201612;100;NA;NA;GBA
08.3;Servicios de telefonía e internet;Grupos;201612;100;NA;NA;GBA
09.1;Equipos audiovisuales, fotográficos y de procesamiento de la información;Grupos;201612;100;NA;NA;GBA
09.4;Servicios recreativos y culturales;Grupos;201612;100;NA;NA;GBA
09.5;Periódicos, diarios, revistas, libros y artículos de papelería;Grupos;201612;100;NA;NA;GBA
11.1;Restaurantes y comidas fuera del hogar;Grupos;201612;100;NA;NA;GBA
12.1;Cuidado personal;Grupos;201612;100;NA;NA;GBA
01.1.1;Pan y cereales;Clase;201612;100;NA;NA;GBA
01.1.2;Carnes y derivados;Clase;201612;100;NA;NA;GBA
01.1.4;Leche, productos lácteos y huevos;Clase;201612;100;NA;NA;GBA
01.1.5;Aceites, grasas y manteca;Clase;201612;100;NA;NA;GBA
01.1.6;Frutas;Clase;201612;100;NA;NA;GBA
01.1.7;Verduras, tubérculos y legumbres;Clase;201612;100;NA;NA;GBA
01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;201612;100;NA;NA;GBA
01.2.1;Café, té, yerba y cacao;Clase;201612;100;NA;NA;GBA
01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;201612;100;NA;NA;GBA
04.1.1;Alquiler de la vivienda;Clase;201612;100;NA;NA;GBA
06.4.1;Gastos de prepagas;Clase;201612;100;NA;NA;GBA
07.2.2;Combustibles y lubricantes para vehículos de uso del hogar;Clase;201612;100;NA;NA;GBA
0;Nivel general;Nivel general y divisiones COICOP;201701;101,7874;1,8;NA;Pampeana
0;Nivel general;Nivel general y divisiones COICOP;201701;101,6727;1,7;NA;Noreste
0;Nivel general;Nivel general y divisiones COICOP;201701;101,6014;1,6;NA;Noroeste
0;Nivel general;Nivel general y divisiones COICOP;201701;101,7074;1,7;NA;Cuyo
0;Nivel general;Nivel general y divisiones COICOP;201701;102,5593;2,6;NA;Patagonia
01;Alimentos y bebidas no alcohólicas;Nivel general y divisiones COICOP;201701;101,3185;1,3;NA;Pampeana
01;Alimentos y bebidas no alcohólicas;Nivel general y divisiones COICOP;201701;101,7326;1,7;NA;Noreste
01;Alimentos y bebidas no alcohólicas;Nivel general y divisiones COICOP;201701;101,0322;1;NA;Noroeste
01;Alimentos y bebidas no alcohólicas;Nivel general y divisiones COICOP;201701;101,4532;1,5;NA;Cuyo
01;Alimentos y bebidas no alcohólicas;Nivel general y divisiones COICOP;201701;100,9464;0,9;NA;Patagonia
02;Bebidas alcohólicas y tabaco;Nivel general y divisiones COICOP;201701;101,3123;1,3;NA;Pampeana
02;Bebidas alcohólicas y tabaco;Nivel general y divisiones COICOP;201701;100,7754;0,8;NA;Noreste
02;Bebidas alcohólicas y tabaco;Nivel general y divisiones COICOP;201701;101,3444;1,3;NA;Noroeste
02;Bebidas alcohólicas y tabaco;Nivel general y divisiones COICOP;201701;101,3446;1,3;NA;Cuyo
02;Bebidas alcohólicas y tabaco;Nivel general y divisiones COICOP;201701;101,1901;1,2;NA;Patagonia
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;201701;99,6481;-0,4;NA;Pampeana
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;201701;100,2847;0,3;NA;Noreste
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;201701;100,483;0,5;NA;Noroeste
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;201701;99,8901;-0,1;NA;Cuyo
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;201701;100,9137;0,9;NA;Patagonia
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;201701;102,225;2,2;NA;Pampeana
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;201701;101,394;1,4;NA;Noreste
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;201701;101,5904;1,6;NA;Noroeste
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;201701;102,9333;2,9;NA;Cuyo
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;201701;110,3184;10,3;NA;Patagonia
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;201701;100,8374;0,8;NA;Pampeana
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;201701;101,4132;1,4;NA;Noreste
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;201701;100,4121;0,4;NA;Noroeste
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;201701;101,2098;1,2;NA;Cuyo
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;201701;101,0684;1,1;NA;Patagonia
06;Salud;Nivel general y divisiones COICOP;201701;103,1538;3,2;NA;Pampeana
06;Salud;Nivel general y divisiones COICOP;201701;102,5966;2,6;NA;Noreste
06;Salud;Nivel general y divisiones COICOP;201701;102,7132;2,7;NA;Noroeste
06;Salud;Nivel general y divisiones COICOP;201701;103,1395;3,1;NA;Cuyo
06;Salud;Nivel general y divisiones COICOP;201701;104,7253;4,7;NA;Patagonia
07;Transporte;Nivel general y divisiones COICOP;201701;102,4339;2,4;NA;Pampeana
07;Transporte;Nivel general y divisiones COICOP;201701;100,3463;0,3;NA;Noreste
07;Transporte;Nivel general y divisiones COICOP;201701;102,928;2,9;NA;Noroeste
07;Transporte;Nivel general y divisiones COICOP;201701;102,6271;2,6;NA;Cuyo
07;Transporte;Nivel general y divisiones COICOP;201701;102,4768;2,5;NA;Patagonia
08;Comunicación;Nivel general y divisiones COICOP;201701;102,0782;2,1;NA;Pampeana
08;Comunicación;Nivel general y divisiones COICOP;201701;102,7252;2,7;NA;Noreste
08;Comunicación;Nivel general y divisiones COICOP;201701;104,1098;4,1;NA;Noroeste
08;Comunicación;Nivel general y divisiones COICOP;201701;102,7973;2,8;NA;Cuyo
08;Comunicación;Nivel general y divisiones COICOP;201701;101,6649;1,7;NA;Patagonia
09;Recreación y cultura;Nivel general y divisiones COICOP;201701;103,5814;3,6;NA;Pampeana
09;Recreación y cultura;Nivel general y divisiones COICOP;201701;103,633;3,6;NA;Noreste
09;Recreación y cultura;Nivel general y divisiones COICOP;201701;103,4112;3,4;NA;Noroeste
09;Recreación y cultura;Nivel general y divisiones COICOP;201701;101,494;1,5;NA;Cuyo
09;Recreación y cultura;Nivel general y divisiones COICOP;201701;100,9612;1;NA;Patagonia
10;Educación;Nivel general y divisiones COICOP;201701;100,3682;0,4;NA;Pampeana
10;Educación;Nivel general y divisiones COICOP;201701;101,6601;1,7;NA;Noreste
10;Educación;Nivel general y divisiones COICOP;201701;100,5123;0,5;NA;Noroeste
10;Educación;Nivel general y divisiones COICOP;201701;100;0;NA;Cuyo
10;Educación;Nivel general y divisiones COICOP;201701;106,9917;7;NA;Patagonia
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;201701;103,1259;3,1;NA;Pampeana
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;201701;104,2939;4,3;NA;Noreste
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;201701;102,48;2,5;NA;Noroeste
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;201701;101,8587;1,9;NA;Cuyo
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;201701;102,2654;2,3;NA;Patagonia
12;Bienes y servicios varios;Nivel general y divisiones COICOP;201701;101,5745;1,6;NA;Pampeana
12;Bienes y servicios varios;Nivel general y divisiones COICOP;201701;102,0562;2,1;NA;Noreste
12;Bienes y servicios varios;Nivel general y divisiones COICOP;201701;102,0385;2;NA;Noroeste
12;Bienes y servicios varios;Nivel general y divisiones COICOP;201701;102,0274;2;NA;Cuyo
